,train_time,merge_time,size_param,precision,trial,space,n,q,quantile_estimate,bound_size,sketch,dataset,query_time
0,203321198,19662619,3.0,64,0,72,100000,0.01,-1.860284,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
1,203321198,19662619,3.0,64,0,72,100000,0.05,-1.557706,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
2,203321198,19662619,3.0,64,0,72,100000,0.1,-1.287849,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
3,203321198,19662619,3.0,64,0,72,100000,0.15,-1.074367,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
4,203321198,19662619,3.0,64,0,72,100000,0.2,-0.8919530000000001,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
5,203321198,19662619,3.0,64,0,72,100000,0.25,-0.728798,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
6,203321198,19662619,3.0,64,0,72,100000,0.3,-0.57825,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
7,203321198,19662619,3.0,64,0,72,100000,0.35,-0.43606000000000006,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
8,203321198,19662619,3.0,64,0,72,100000,0.4,-0.299215,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
9,203321198,19662619,3.0,64,0,72,100000,0.45,-0.165366,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
10,203321198,19662619,3.0,64,0,72,100000,0.5,-0.032491,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
11,203321198,19662619,3.0,64,0,72,100000,0.55,0.101328,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
12,203321198,19662619,3.0,64,0,72,100000,0.6,0.238108,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
13,203321198,19662619,3.0,64,0,72,100000,0.65,0.38019200000000003,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
14,203321198,19662619,3.0,64,0,72,100000,0.7,0.530579,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
15,203321198,19662619,3.0,64,0,72,100000,0.75,0.693492,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
16,203321198,19662619,3.0,64,0,72,100000,0.8,0.875525,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
17,203321198,19662619,3.0,64,0,72,100000,0.85,1.088374,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
18,203321198,19662619,3.0,64,0,72,100000,0.9,1.356985,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
19,203321198,19662619,3.0,64,0,72,100000,0.95,1.7562830000000003,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
20,203321198,19662619,3.0,64,0,72,100000,0.99,2.507228,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,74046409
21,185194879,6803542,3.0,64,1,72,100000,0.01,-1.860284,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
22,185194879,6803542,3.0,64,1,72,100000,0.05,-1.557706,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
23,185194879,6803542,3.0,64,1,72,100000,0.1,-1.287849,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
24,185194879,6803542,3.0,64,1,72,100000,0.15,-1.074367,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
25,185194879,6803542,3.0,64,1,72,100000,0.2,-0.8919530000000001,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
26,185194879,6803542,3.0,64,1,72,100000,0.25,-0.728798,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
27,185194879,6803542,3.0,64,1,72,100000,0.3,-0.57825,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
28,185194879,6803542,3.0,64,1,72,100000,0.35,-0.43606000000000006,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
29,185194879,6803542,3.0,64,1,72,100000,0.4,-0.299215,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
30,185194879,6803542,3.0,64,1,72,100000,0.45,-0.165366,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
31,185194879,6803542,3.0,64,1,72,100000,0.5,-0.032491,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
32,185194879,6803542,3.0,64,1,72,100000,0.55,0.101328,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
33,185194879,6803542,3.0,64,1,72,100000,0.6,0.238108,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
34,185194879,6803542,3.0,64,1,72,100000,0.65,0.38019200000000003,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
35,185194879,6803542,3.0,64,1,72,100000,0.7,0.530579,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
36,185194879,6803542,3.0,64,1,72,100000,0.75,0.693492,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
37,185194879,6803542,3.0,64,1,72,100000,0.8,0.875525,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
38,185194879,6803542,3.0,64,1,72,100000,0.85,1.088374,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
39,185194879,6803542,3.0,64,1,72,100000,0.9,1.356985,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
40,185194879,6803542,3.0,64,1,72,100000,0.95,1.7562830000000003,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
41,185194879,6803542,3.0,64,1,72,100000,0.99,2.507228,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,2059558
42,200533178,2978707,3.0,64,2,72,100000,0.01,-1.860284,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
43,200533178,2978707,3.0,64,2,72,100000,0.05,-1.557706,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
44,200533178,2978707,3.0,64,2,72,100000,0.1,-1.287849,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
45,200533178,2978707,3.0,64,2,72,100000,0.15,-1.074367,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
46,200533178,2978707,3.0,64,2,72,100000,0.2,-0.8919530000000001,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
47,200533178,2978707,3.0,64,2,72,100000,0.25,-0.728798,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
48,200533178,2978707,3.0,64,2,72,100000,0.3,-0.57825,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
49,200533178,2978707,3.0,64,2,72,100000,0.35,-0.43606000000000006,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
50,200533178,2978707,3.0,64,2,72,100000,0.4,-0.299215,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
51,200533178,2978707,3.0,64,2,72,100000,0.45,-0.165366,0.0,cmoments,/lfs/1/egan1/datasets/hepmass_l.csv,1314232
